23064,
51159,
3390,
3089,
27,
902,
18224,
15484,
2268,
384,
13,
125,
24,
47761,
17,
7843,
143,
375,
978,
279,
173,
45,
13,
2638,
136,
34,
86,
1424,
2426,
7395,
538,
42,
3568,
305,
27,
4926,
2690,
1288,
83,
1190,
150,
112,
944,
23,
715,
32,
638,
2950,
1037,
955,
37,
12088,
4584,
2862,
85,
95,
7158,
339,
2099,
11821,
1909,
54,
499,
27,
236,
5205,
100,
441,
101,
21,
22,
42,
860,
36,
37,
4,
354,
2454,
2,
529,
435,
531,
190,
1345,
3432,
234,
2779,
2125,
1593,
19925,
46,
84,
58,
2144,
581,
108,
98,
10,
100,
1536,
7994,
906,
154,
173,
20,
100,
959,
20091,
207,
59,
3695,
15,
1947,
585,
98,
4370,
400,
15,
66,
295,
276,
2770,
265,
212,
6,
22722,
205,
13,
29,
37,
